SITEID,OPEN_WATER___WET,HUMAN_LAND_USE,SPARSE_AND_BARRE,ALPINE_SYSTEMS,FOREST_AND_WOODL,SHRUBLAND__STEPP,GRASSLAND_SYSTEM,RECENTLY_DISTURB
1429,0,0.042419031,0,0,0,0.704213242,0.253367727,0
1430,0.004294303,0.026052104,0,0,0,0.876324077,0.093329516,0
1432,0,0.975924334,0,0,0,0,0.016337059,0.007738607
1433,0.039046799,0.253517083,0,0,0.003445306,0.047947172,0.628481194,0.027562446
1434,0.05103211,0.665424312,0,0,0.008027523,0,0.265481651,0.010034404
1435,0.149942661,0.143922018,0,0,0.051318807,0.211582569,0.443233945,0
1436,0.051649928,0.14892396,0,0,0.316212339,0.147202296,0.27460545200000003,0.061406026
1437,0.072497123,0.272439586,0.015247411,0,0.03452244,0.373130035,0.231012658,0.001150748
1438,0.070547749,0.35503298,0,0,0.061944365,0.028104388,0.477487812,0.006882707
1439,0.032433984,0.140068886,0,0,0.048507463,0.484213548,0.086681975,0.208094145
1440,0.106395182,0.144823631,0.021221681,0,0.007456266,0.394034987,0.326068254,0
1441,0.050745413,0.020642202,0.010607798,0,0,0.614392202,0.303612385,0
1442,0.15163699,0.209075244,0.008902929,0,0,0.293509477,0.336875359,0
1443,0.027769825,0.019467506,0.182364729,0,0.030346407,0.422273118,0.317778414,0
1444,0.078004015,0.022082019,0,0,0.016633209,0.051907083,0.829079438,0.002294236
1445,0.009485484,0.033917792,0,0,0,0,0.085656798,0.870939925
1446,0.057183908,0.019827586,0,0,0,0,0.316666667,0.606321839
1447,0.050229621,0,0,0,0,0.206371986,0.743398393,0
1448,0.285018619,0.236321971,0.260670295,0,0.004010312,0,0.209395589,0.004583214
1449,0.142200517,0.096811261,0.510485493,0,0.007181844,0,0.225222637,0.018098248
1450,0.29880597,0.055820896,0.428358209,0,0,0.008059701,0.205671642,0.003283582
1451,0.230174635,0.431720584,0.006298311,0,0,0,0.197537933,0.134268537
1452,0.552307251,0.029234738,0,0,0.014044139,0.012897678,0.391516194,0
1453,0.709649627,0.112578978,0,0,0.002584721,0.01579552,0.158242389,0.001148765
1454,0.216929699,0.130559541,0,0,0.008034433,0.037876614,0.606599713,0
1455,0.249784915,0.335245196,0.015486091,0,0.043877258,0.047892171,0.290794379,0.016919989
1456,0.006022369,0.02667049,0.368224835,0,0.197017494,0.072268426,0.28477201,0.045024376
1457,0.286001147,0.026965003,0.158634538,0,0.113597246,0.31124498,0.101835915,0.00172117
1458,0.022075688,0.018348624,0.256020642,0,0.178899083,0.060206422,0.439220183,0.025229358
1459,0.042063492,0.022619048,0.332142857,0,0.273809524,0.060714286,0.261111111,0.007539683
1460,0.265347103,0.495410212,0,0,0.047332186,0,0.19047619,0.001434309
1461,0.024075666,0.64144454,0.0570364,0,0.05588994,0,0.217540843,0.004012611
1462,0.077099455,0.540842648,0.015190599,0,0.00171969,0,0.357122385,0.008025222
1463,0.008600917,0.311926606,0.010321101,0,0.138474771,0,0.529816514,8.60092e-4
1464,0.076658053,0.030433534,0,0,0.050244042,0.001148435,5.74218e-4,0.840941717
1465,0.003730273,0.024390244,0,0,0.374175036,0.228407461,0.364992826,0.004304161
1466,0.04105656,0,0,0,0.292850991,0.017513638,0.005167959,0.643410853
1467,0.052812859,0.22761194,0.041618829,0,0.060562572,0.225602755,0.383754305,0.008036739
1468,0.230570691,0.024663034,0,0,0.009176943,0.710352739,0.025236593,0
1469,0.316045845,0.039255014,0,0,0.015759312,0.604297994,0.024641834,0
1470,0.1081621,0.026826484,0,0,0,0.822203196,0.042808219,0
1471,0.229381443,0.026059565,0,0,0.331328751,0.347079038,0.028923253,0.03722795
1472,0.001434309,0.599541021,0,0,0,0.002581756,0.200516351,0.195926563
1473,0,0.762259822,0,0,8.60338e-4,0.004014913,0.178663608,0.054201319
1474,0.010040161,0.675272519,0,0,0,2.86862e-4,0.150028686,0.164371773
1475,0.119621343,0.092082616,0.033275961,0,0.239242685,0.38582903,0.123924269,0.006024096
1476,0.124462289,0.022368798,0,0,0.027530829,0.006595928,0.819042157,0
1478,0.066151203,0,0,0,0,0.009163803,0.924684994,0
1479,0.040389573,0,0,0,0,0.001145803,0.958464623,0
1480,0.028169014,0,0.096579477,0,0.007760851,0.017821213,0.849669445,0
1481,0.045285182,0,0.141587848,0,0.097735741,0.005732302,0.709658928,0
1482,0.019219736,0.031267929,0.059380379,0,0.022662077,0,0.86746988,0
1483,0.009458298,0.011464603,0.149039839,0,0.00114646,0.015477214,0.813413586,0
1484,8.60832e-4,0.207460545,0,0,0,0.078335725,0.713342898,0
1485,0.033859397,0.169010043,0,0,0,0.234433286,0.492109039,0.070588235
1486,0.067816092,0.038505747,0,0,0.00316092,0.265517241,0.618965517,0.006034483
1487,0.001724138,0.036781609,0,0,0.02183908,0.199712644,0.736206897,0.003735632
1488,0.002580275,0.026949541,0,0,0,0.966169725,0.004300459,0
1489,0.043665613,0.024418271,0.154553289,0,0,0.72737719,0.049985636,0
1490,0.059195402,0.03908046,0.033908046,0,0.018965517,0.426724138,0.422126437,0
1491,0.001433486,0.02608945,0.273795872,0,0,0.407970183,0.290711009,0
1492,0.099112002,0.270409625,0.14093383,0,0.017759954,0.048696649,0.266399313,0.156688628
1494,0.003297911,0,0.460974716,0,0.196408941,0.060461708,0.271528032,0.007328692
1495,0.009775733,0,0,0,0,0,0.844738355,0.145485911
1496,0.07533658,0.23603552,0,0,0,0,0.322257233,0.366370667
1497,0.059770115,0.022701149,0,0,0.003448276,0.110632184,0.800574713,0.002873563
1498,0.131896552,0.347701149,0,0,0.005172414,0.032183908,0.480172414,0.002873563
1499,0.126113186,0.098534904,0.013789141,0,0.447572537,0.022694628,0.280091928,0.011203677
1500,0.004014913,0,0.001433897,0,0.880412962,0.006595928,5.73559e-4,0.106968741
1501,0.006289308,0,8.57633e-4,0,0.543453402,0.012864494,0.037449971,0.399085192
1502,0.006592147,0,0.013470909,0,0.530524506,0.089710519,0.021209516,0.338492405
1503,0.01979346,0,0.472461274,0,0.066838784,0.069994263,0.37091222,0
1504,0.020630372,0,0.444126074,0,0.00487106,0.137249284,0.393123209,0
1505,0.028334287,0.004006869,0.609616485,0,0.003148254,0.058958214,0.29593589,0
1506,0.020373027,0,0.521377331,0,5.73888e-4,0.053945481000000003,0.403730273,0
1507,0.089475194,0.004588471,0,0,0.004301692,0.389159736,0.463435618,0.049039289
1508,0.086919105,0.033275961,0.006310958,0,0.004302926,0.315261044,0.553930006,0
1509,0.010891373,0.013757524,0,0,0.003152766,0.456004586,0.516193752,0
1510,0.142734308,0.051017484,0.003439381,0,0.005445686,0.1711092,0.626253941,0
1512,0.002004582,0.039232532,0,0,0.774627721,2.86369e-4,0.002004582,0.181844215
1513,0.016032064,0.020612654,0,0,0.850271973,5.72574e-4,0.012596622,0.099914114
1514,0.018151119,0.03081469,0,0,0.785985648,0.002110595,0.002954833,0.159983115
1515,0.075244113,0.264503159,0.243825388,0,0,0.170878805,0.17863297,0.066915566
1516,0.201724138,0.323850575,0.307471264,0,0,0,0.156609195,0.010344828
1517,0,0.8410786,0,0,0,0,0.063683305,0.095238095
1518,0.130384836,0.455485353,0.058012636,0,0,0,0.315623205,0.040493969
1519,0.009747706,0.012614679,0.001146789,0.001146789,0.504013761,0.448681193,0.00831422,0.014334862
1520,0.024341352,0.040091638,0.002004582,0,0.342783505,0.570733104,0.00744559,0.012600229
1521,2.86205e-4,0.034344591,0,0,0.030051517,0.922724671,0.012593017,0
1522,0.012027491,0.044387171,0.001145475,0,0.101088202,0.812714777,0.026632302,0.002004582
1523,0.066513761,0,0.00315367,0,0.653669725,0.247133028,0.028383028,0.001146789
1524,0.091091954,0.084482759,0,0,0.379597701,0.239367816,0.203735632,0.001724138
1525,0.019529006,0.026421597,0.012062033,0,0.868466399,0.053130385,0.005743825,0.014646755
1526,0.008593526,0.010025781,0,0,0.143225437,0.520481237,0.307648238,0.010025781
1527,0.01398801,0,0,0,0.043962318,0.107336569,0.767056808,0.067656295
1528,0.071373157,0,0,0,0,0.074476338,0.854150504,0
1529,0.012041284,0.097477064,0,0,0,0.180332569,0.691227064,0.018922018
1530,0.061604585,0.655014327,0,0,0,0,0.25530086,0.028080229
1531,0.394835007,0.296700143,0,0,0.269440459,0.002582496,0.032998565,0.003443329
1532,0.355689309,0.296646604,0,0,0.179134422,0.011177988,0.155345371,0.002006306
1533,0.159977064,0.467603211,0,0,0.319667431,0.01662844,0.033830275,0.002293578
1534,0.234182651,0.447180074,0,0,0.256799313,0.016890925,0.043515603,0.001431434
1535,0.198624248,0.116079106,0,0,0,0,0.685296647,0
1536,0.210496128,0.184685976,0,0,0,0,0.17722971,0.427588185
1537,0.362489246,0.391453972,0,0,0,0.001720677,0.101806711,0.142529395
1538,0.222669735,0.143555811,0.067894131,0,0,0.014959724,0.445051784,0.105868815
1539,0.077452668,0.02811245,0.056511761,0,0.65404475,0.102983362,0.080895009,0
1540,0.107798165,8.60092e-4,0.03641055,0,0.267488532,0.285263761,0.280963303,0.021215596
1541,0.08723099,0.030129125,0.065997131,0,0.078622669,0,0.138020086,0.6
1543,0.157532281,0.034146341,0,0,0.318220947,0.429555237,0.026111908,0.034433286
1544,0.127002967,0.034124629,0,0,0.617210682,0.064391691,0.010089021,0.147181009
1545,0.249665029,0.017865118,0,0,0.233586423,0.020098258,0.013398839,0.465386333
1546,0.10484102,0.011744486,0,0,0.472930392,0.024634775,0.015181896,0.370667431
1547,0.253940957,0.038119805,0,0,0,0.516193752,0.191745486,0
1548,0.012349225,0,0,0,0,0.673463527,0.314187249,0
1549,0.192020666,0.120838117,0,0,0,0.421641791,0.248564868,0.016934558
1550,0.160057471,0.015517241,0,0,0,0.439655172,0.384770115,0
1551,0.068025258,0,0.070608496,0,0,0.064580941,0.796785304,0
1552,0.09257667,0.062768702,0.023215821,0,0,0.007165377,0.814273431,0
1553,0.091274397,0.26435132,0,0,0,0,0.449483352,0.19489093
1554,0.084147042,0.385985066,0,0,0,0,0.119471568,0.410396324
1555,0.043927649,0.135228252,0.013781223,0,0,0.205282802,0.601780075,0
1556,0.008890163,0.023229137,0.00544881,0,5.73559e-4,0.263837109,0.698021222,0
1557,0.012919897,0.026126902,0.011197244,0,5.74218e-4,0.167384439,0.781797301,0
1558,0.009047994,0.021243116,0.090086546,0,0,0.136113297,0.743509048,0
1559,0.087068966,0.101436782,0.153735632,0,0.025862069,0,0.631321839,5.74713e-4
1560,0.049698363,0,0.030163746,0,0.002872738,0.02815283,0.889112324,0
1561,0,0,0.066733068,0,0.017264276,0.014276228,0.901726428,0
1562,0.035878301,0,0.0152124,0,0.006601607,0,0.942307692,0
1563,0.016919989,0.062517924,0.00544881,0,0.062231144,0.774878119,0.073415543,0.004588471
1564,0.051017484,0.033533964,0,0,0,0.819719117,0.029234738,0.066494698
1565,5.72738e-4,0.274627721,0.003436426,0,0.154352806,0.43814433,0.115120275,0.013745704
1566,0.019501004,5.73559e-4,0,0,0.412102093,0.42988242,0.01089762,0.127043304
1567,0,0.995127544,0,0,0,0,0.002292921,0.002579536
1568,0.02039058,0.465824239,0,0,0.002584721,0,0.490809879,0.02039058
1569,0.037887486,0.659012629,0,0,0,0,0.093283582,0.209816303
1570,0.025501433,0.905444126,0,0,0,0,0.067048711,0.002005731
1571,0.037217292,0.174634984,0.035213284,0,0.133695963,0,0.619238477,0
1572,0.021757801,0.765817349,0,0,0.044374463,0,0.166046378,0.002004008
1573,0.05474348,0.376325595,0,0,0.007451992,0,0.558899398,0.002579536
1574,0.028072186,0.174448582,0.002005156,0,0.007161272,0,0.787453452,8.59353e-4
1575,0.119736465,0.023488972,0.144657691,0,0,0.712116872,0,0
1576,0.087431694,0.03307449,0.089732528,0,0,0.789761288,0,0
1577,0,0.051059396,0.229593609,0,0,0.719346995,0,0
1578,0.153912296,0.393809114,0.07394669,0,0,0.305531671,0.058756091,0.014044139
1579,0.013165426,0.0755581,0.012306812,0.00114482,0.13079565,0.74241557,0.01917573,0.005437894
1580,0.058688806,0.027769825,0.007729745,0.002576582,0.095333524,0.764099628,0.042370455,0.001431434
1581,0,0.024590164,0,0,0.114754098,0.860655738,0,0
1582,0.00171723,0.005151689,0,0.00114482,0.207498569,0.485689754,0.264739554,0.034058386
1583,0.019523399,0.112546655,0.001722653,0,0.029285099,0,0.817398794,0.019523399
1584,0.015190599,0.842361708,0,0,0.002579536,0,0.134422471,0.005445686
1587,0,0.004876649,0.022948939,0,0.042742398,0.078600115,0.850831899,0
1588,0,0,0,0,0,0.008600917,0.991399083,0
1589,0.046691492,0,0,0,0.064737897,0.599541679,0.288742481,2.86451e-4
1590,0.035540269,0.021782746,0,0,0.05760963,0.091430209,0.793637145,0
1591,0.004296763,0.061873389,0,0,0.788599255,0.001432254,0.00343741,0.140360928
1592,0.03232392,0.027560395,0,0,0.871725077,0.011908813,0.04185097,0.014630827
1593,0.0152124,0,0,0,0.894948335,0.02152698,0.026406429,0.041905855
1594,0.039069233,0.032461936,0,0,0.749497271,0.085033036,0.071243895,0.022694628
1595,0.015750286,0.046678121,5.72738e-4,0,0.873997709,0.027491409,2.86369e-4,0.035223368
1596,0.295096071,0.084599943,0,0,0.568110123,0.003728133,0.001720677,0.046745053
1597,0.192957343,0.019467506,0,0,0.592900086,5.72574e-4,0,0.194102491
1598,0.011454754,0,2.86369e-4,0,0.510309278,0.035509737,0.001718213,0.440721649
1599,0.088302752,0.352350917,0,0,0,0,0.410550459,0.148795872
1600,0.087653967,0.120595818,0.024921226,0,0,0,0.384989974,0.381839015
1601,0,0.385234128,0,0,0,0,0.119793163,0.494972709
1602,0.002294894,0.974469306,0,0,0,0,0.022375215,8.60585e-4
1603,0.047018349,0.482511468,0,0,0.009461009,0,0.241399083,0.219610092
1604,0.069054441,0.124641834,0,0,0,0,0.109455587,0.696848138
1605,0.025802752,0.95412844,0,0,0,0,0.018635321,0.001433486
1606,0.028301887,0.809605489,0,0,0,0,0.01943968,0.142652945
1607,0.127574371,0.02173913,0,0,0.052345538,0.508009153,0.290331808,0
1608,0.252242152,0,0,0,0.054559043,0.353512706,0.336696562,0.002989537
1609,0,0,0.599942726,0,0,0.25744559,0.142611684,0
1610,0.127038627,0.05379113,0,0,0.224892704,0.452932761,0.077539342,0.063805436
1611,0.192881745,0.284156142,0,0,0.008323766,0.05195178,0.435132032,0.027554535
1612,0.163417431,0.43434633,0,0,0.007740826,0.134174312,0.238818807,0.021502294
1613,0.077852826,0.082829719,0,0,0.04372556,0.127977248,0.570565233,0.097049413
1614,0.176116838,0.115979381,0,0,0.1930126,0.198167239,0.155498282,0.161225659
1615,0.053325688,0.002006881,2.86697e-4,0,0.318807339,0.05418578,0.299885321,0.271502294
1616,0.099541021,0,0.004302926,0,0,0,0.153471027,0.742685026
1617,0.12278191200000001,0,0.00114482,0,0,0,0.152261019,0.72381225
1618,0.045246277,0,0.003150057,0,0.002863688,0,0.205612829,0.743127148
1619,0.02608945,0.02608945,0.003440367,5.73394e-4,0.825401376,0.030676606,0.087442661,2.86697e-4
1620,0.049311927,0,0.074254587,0.001433486,0.40940367,0.016915138,0.038704128,0.409977064
1621,0.056782334,0.034126757,0,0,0.273300832,0.003154574,0.002294236,0.630341268
1622,0.033524355,0,0.079083095,0.00773639,0.163037249,0.001146132,0.011174785,0.704297994
1623,0.036358431,0.028628686,0.001717721,0,0.577440595,0.028914973,0.016318351,0.310621242
1624,0.014368695,0.029043106,0.007031489,0,0.614185264,0.07704066,0.011005809,0.247324977
1625,0.069440459,0,0.024677188,0,0.747202296,0.0482066,0.009182209,0.101291248
1626,0.038428449,0.002007456,2.86779e-4,0,0.764840837,0.010037281,0.012618297,0.1717809
1627,0.044959908,0.028636884,0,0,0.003150057,0.909221077,0.014032073,0
1628,0.020952928,0.020378875,0.001148106,0,0.123421355,0.802812859,0.031285878,0
1629,0.023407022,0.018205462,0,0,0.024707412,0.918075423,0.015604681,0
1630,0.018825301,0.026355422,0,0,0.03313253,0.902108434,0.019578313,0
1631,2.87522e-4,0,2.87522e-4,0,0.834100058,0.044565842,0.114721104,0.006037953
1632,0.017831464000000002,0,0.006039689,0,0.817658901,0.049467932,0.02904803,0.079953983
1633,0.00315096,0.031223145,0,0,0.903179605,0.022629619,0.03294185,0.006874821
1634,0.06968741,0.042730141,0.007743046,0,0.632635503,0.088041296,0.158015486,0.001147118
1635,0.374389894,0.006890612,0.015216767,0,0.09933965,0.025552684,0.432672983,0.04593741
1636,0.037281331,0,0.147691425,0,0.018067106,0,0.796960138,0
1637,0.010312231,0.008593526,5.72902e-4,0,0.337439129,0.057576626,0.585505586,0
1638,0.352856733,0.021246052,0,0,0.12345679,0.409704278,0.092736147,0
1639,0.016934558,0.041044776,0.002583238,0,0.705510907,0.135476464,0.057405281,0.041044776
1640,0.004299226,0,0,0,0,0.106334193,0.889366581,0
1641,0.004013761,0.01146789,0,0,2.86697e-4,0.045584862,0.938646789,0
1642,0.032702238,0.213998853,0,0,0,0.150889271,0.601549053,8.60585e-4
1643,0.017805859,0,0.005456634,0,0.691269385,0.001435956,0.001435956,0.282596209
1644,0,0,2.86697e-4,0,0.940080275,0.032683486,0,0.026949541
1645,0.004574042,0,0.004288165,0,0.978273299,0.009148085,0.003716409,0
1646,0.079793341,0,0.022101033,0,0.67250287,0.037313433,8.61079e-4,0.187428243
1647,0.035847433,0.022655578,0,0,0.824490966,0.021221681,0.095210783,5.73559e-4
1648,0.010306327,0,0,0,0.010592614,0.001431434,0.00458059,0.973089035
1649,0.053371593,0,0,0,0,0.026111908,0.111621234,0.808895265
1650,0.025574713,0,0.001436782,0,0,0.036206897,0.072988506,0.863793103
1651,0.068233945,0.003727064,0,0,0,0,0.897075688,0.030963303
1652,0.011190818,0.370444763,0,0,0,0,0.146628407,0.471736011
1653,0.054441261,0.212034384,0,0,0,0.002292264,0.597707736,0.133524355
1654,0.034107194,0.480080252,0,0,0,0,0.473774721,0.012037833
1655,0.028448276,0.038793103,0,0,0.81954023,0.051724138,0.061494253,0
1656,5.73394e-4,0,0,0,0.123279817,0.053899083,0.822247706,0
1657,0.041941971,0.047687446,0,0,0.121804079,0.120080437,0.66791152,5.74548e-4
1658,0.013169196,0.062696822,0,0,0.01002004,0.018322359,0.894646436,0.001145147
1659,0.485804416,0.457986808,8.60338e-4,0,0,0,0.038428449,0.016919989
1660,0.445496271,0.529259897,0,0,0,0,0.018359151,0.006884682
1661,0.035273874,0.076570118,0,0,0.085460281,0,0.802695727,0
1662,0.090180361,0.196965359,0,0,0.073003149,0,0.6143716,0.02547953
1663,0.019506598,0.021227768,0.006310958,0,5.73723e-4,0.37578887,0.567125645,0.009466437
1664,0.061125393,0.609825764,0,0,0.002856327,0.041416738,0.113681805,0.171093973
1665,0.010891373,0.130696475,0,0,0,0.71653769,0.141874463,0
1666,0.035263761,0.889908257,0,0,0,0.01146789,0.048165138,0.015194954
1667,0.045311156,0.063091483,0,0,0.810725552,0.011184399,0.050473186,0.019214224
1668,0.054456864,0.026081972,0.00171969,0,0.823445113,0.049011178,0.011751218,0.033533964
1669,0.092836676,0,0,0,0.603151862,0.004011461,0.019197708,0.280802292
1670,0.173501577,0.002581015,0,0,0.808431316,0.003728133,0.01061084,0.001147118
1671,0.064599483,0.031007752,5.74218e-4,0,0.67527993100000006,0.100775194,0.124031008,0.003732415
1672,0.028374893,0.026081972,5.7323e-4,0,0.585267985,0.24562912,0.105187733,0.008885067
1673,0.042204996,0.038185472,0,0,0.367212173,0.302325581,0.222222222,0.027849555
1674,0.005445686,0.034967039,0,0,0.794783606,0.11349957,0.031241043,0.020063055
1675,0.042979943,0.034670487,0.035816619,2.86533e-4,0.823782235,0.047851003,0.009455587,0.005157593
1677,0.018343365,0.124964173,0,0,0.780452852,0.015763829,0.007451992,0.053023789
1678,0.012399708,0.100656455,0,0,0.67979577,0.12837345,0.046681255,0.032093363
1679,0.00742645,0,0.067694944,0,0.481862325,0.185089974,0.257926307,0
1680,5.73559e-4,0,0.001433897,0,0.751362202,0.041009464,0.205620878,0
1681,0.017498566,0,0.022375215,0,0.08605852,0.113023523,0.411933448,0.349110729
1682,0.003160011,0.01062913,0.008905487,0,0.548118357,0.091640333,0.121804079,0.215742603
2001,0,0.557786063,0,0,0.003728133,0.106681962,0.329222828,0.002581015
2002,0.007179782,0.206777714,0.001435956,0,0.01120046,0.516369902,0.253015508,0.004020678
2003,0.031205268,0.098196393,0.002576582,0,0,0.850844546,0.017177212,0
2004,0,0.702377542,8.59353e-4,0,0,0.156115726,0.140647379,0
2045,0.05391454,0.548035561,2.86779e-4,0,0.004301692,0.080011471,0.31201606,0.001433897
2046,0.067679954,0.039575566,0,0,2.86779e-4,0.177803269,0.714654431,0
2048,0.120481928,0.031267929,0,0,0.008892714,0.519506598,0.319850832,0
2049,0.026647564,0,0,0,0.746131805,0.134670487,0.057020057,0.035530086
2050,0.017211704,0,0,0,0.722604705,0.052495697,0.206253586,0.001434309
2051,0.053008596,0.015759312,0,0,0.898567335,0,0.012320917,0.02034384
2052,0.027946537,0,0,0,0.791413528,0.019036047,0.138517618,0.02308627
2053,0.013459336,0,0.030355097,0.347079038,0.391752577,0.152348225,0.023768614,0.041237113
2054,0.009350164,0,0.039738195,0.279102384,0.193548387,0.380084151,0.040673212,0.057503506
2055,0.191391679,0.022094692,0.09784792,0.039598278,0.16384505,0.417790531,0.039311334,0.028120516
2056,0.009463722,0,0,0.029251506,0.778606252,0.133065672,0.002867795,0.046745053
2057,0.002290295,0,0,0.003435442,0.773833381,0.060979101,0.028342399,0.131119382
2058,0.003447285,0,0,0.006607297,0.851192186,0.013501867,0.035621948,0.089629417
2059,0.007439199,0,0,0.037195994,0.821173104,0.049785408,0.042060085999999997,0.042346209
2060,0.008874893,0,0,0.140280561,0.780990553,0.024048096,0.045519611,2.86287e-4
2061,8.61821e-4,0.818442976,0,0,0,0.019247343,0.153691468,0.007756392
2062,0.024355301,0.689684814,0,0,0.00773639,0.093696275,0.184240688,2.86533e-4
2063,0.032331903,0.014878398,0,0,0.251788269,0.340200286,0.359656652,0.001144492
2064,0.028391167,0.40866074,0,0,0,0.353312303,0.207915113,0.001720677
2065,0.003443329,0.029268293,0,0,0.080344333,0.337446198,0.423529412,0.125968436
2066,0.073457676,0.027259684,0,0,0.731707317,0.074031564,0.079770445,0.013773314
2067,0.003729203,0,0,0,0.444635686,0.405909352,0.138554217,0.007171543
2068,0.006024096,0.025243832,0,0,0.047619048,0.647733792,0.272518646,8.60585e-4
2069,0.003442341,0.509753299,0,0,0,0.018072289,0.468445209,2.86862e-4
2070,0.001434309,0.525243832,0,0,0,0.083476764,0.375215146,0.014629948
2071,2.86697e-4,0.891341743,0,0,0,0.006594037,0.101204128,5.73394e-4
2072,8.61574e-4,0.783457783,0,0,0,0.005169443,0.2105112,0
2073,0.13856284,0.135699971,0,0,0,0.001431434,0.658746064,0.065559691
2074,0.039714286,0.62,0,0,0,0,0.334857143,0.005428571
2075,0.499137931,0.29137931,0,0,2.87356e-4,0,0.154022989,0.055172414
2076,0.190953335,0.322072717,0,0,0,0,0.486115087,8.58861e-4
2077,0.067908309,0,0.414613181,0,0.048710602,0.453008596,0.015759312,0
2079,0.025810152,0.023515916,0.039288787,0,0.006882707,0.904502438,0,0
2080,0.006886657,0.02553802,0.11276901,0,0,0.854806313,0,0
2081,0.163083978,0.524218974,0,0,0,0.007738607,0.285182001,0.01977644
2082,0.380229226,0.547851003,0,0,0,5.73066e-4,0.040974212,0.030372493
2083,0.017780327,0.092629768,0,0,0.009176943,0.132492114,0.700028678,0.047892171
2084,0.16834243,0.616489515,0,0,0,0,0.103131284,0.112036771
2085,0.055970149,0.032433984,0,0,0.746555683,0.048507463,0.033295063,0.083237658
2086,0.045689655,0,0,0,0.675,0.03591954,0.043103448,0.200287356
2087,0.010335917,0.015216767,0,0,0.793855871,0.049382716,0.016652311,0.114556417
2088,0.080964686,0,0,0,0.012632788,0.825437841,0.07981625,0.001148435
2093,0.059547667,0.057257372,0,0,0.008874893,0.023189236,0.224162611,0.626968222
2094,0.080011471,0.063378262,0.001720677,0,0,0,0.289073702,0.565815888
2096,0.032345013,0.029949087,0,0,0.063492063,0,0.589098532,0.285115304
2099,0.132070055,0,0,0,0.171691071,0.019810508,0.033591731,0.642836635
2101,0.057912844,0.021215596,0.060493119,0,0,0.118119266,0.742259174,0
2102,0.399713056,0.027546628,0.012912482,0,0,0.071736011,0.488091822,0
2103,0.410520297,5.71755e-4,0,0,0,0.26815323,0.320754717,0
2104,0.13373425,0,0.192153494,0,0,0.053550974,0.620561283,0
